,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_MultinomialNB__alpha,param_MultinomialNB__fit_prior,param_vect__max_features,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,76.99346313476562,1.1230840653823906,19.932222986221312,0.1961676959336561,0.25,True,,"{'MultinomialNB__alpha': 0.25, 'MultinomialNB__fit_prior': True, 'vect__max_features': None}",0.854,0.863875,0.86075,0.857125,0.8585,0.85885,0.0033311034207901625,8
1,75.06049757003784,0.4914674329223319,19.811801147460937,0.20955427755559866,0.25,False,,"{'MultinomialNB__alpha': 0.25, 'MultinomialNB__fit_prior': False, 'vect__max_features': None}",0.854,0.863375,0.8615,0.85725,0.858875,0.859,0.003270129966836198,7
2,74.79145073890686,0.25664350396645164,19.93300051689148,0.3058606103323294,0.5,True,,"{'MultinomialNB__alpha': 0.5, 'MultinomialNB__fit_prior': True, 'vect__max_features': None}",0.854625,0.864375,0.8625,0.85975,0.8595,0.86015,0.003300946833864506,5
3,74.64626908302307,0.3608687360117482,19.955854606628417,0.24177455895161068,0.5,False,,"{'MultinomialNB__alpha': 0.5, 'MultinomialNB__fit_prior': False, 'vect__max_features': None}",0.855,0.864375,0.86275,0.85975,0.8595,0.860275,0.0032136427928442894,2
4,74.32240028381348,0.4842989496158501,19.850400590896605,0.15608536370930481,0.75,True,,"{'MultinomialNB__alpha': 0.75, 'MultinomialNB__fit_prior': True, 'vect__max_features': None}",0.855125,0.864625,0.86225,0.858125,0.860375,0.8601000000000001,0.0032810059433045612,6
5,74.85711998939514,0.18353961453887832,19.987240600585938,0.5304394305344377,0.75,False,,"{'MultinomialNB__alpha': 0.75, 'MultinomialNB__fit_prior': False, 'vect__max_features': None}",0.85475,0.86525,0.86275,0.859,0.860375,0.860425,0.0035475343550133423,1
6,73.38024835586548,0.6391572256840715,20.039471244812013,0.47188626556247565,1.0,True,,"{'MultinomialNB__alpha': 1.0, 'MultinomialNB__fit_prior': True, 'vect__max_features': None}",0.855,0.86525,0.862125,0.857625,0.861375,0.860275,0.0035841665697899728,2
7,72.29013376235962,1.712735463359848,19.66081819534302,0.7001147797224386,1.0,False,,"{'MultinomialNB__alpha': 1.0, 'MultinomialNB__fit_prior': False, 'vect__max_features': None}",0.8545,0.86525,0.86225,0.8575,0.861375,0.8601749999999999,0.003764638096816182,4
