,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_DecisionTreeClassifier__criterion,param_DecisionTreeClassifier__max_depth,param_DecisionTreeClassifier__max_features,param_DecisionTreeClassifier__splitter,param_vect__max_features,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
10,72.58171377182006,0.13163409875764487,19.950200414657594,0.36910292207969664,gini,11,sqrt,best,4000,"{'DecisionTreeClassifier__criterion': 'gini', 'DecisionTreeClassifier__max_depth': 11, 'DecisionTreeClassifier__max_features': 'sqrt', 'DecisionTreeClassifier__splitter': 'best', 'vect__max_features': 4000}",0.621,0.609625,0.60475,0.608375,0.60925,0.6106,0.005479165082382533,40
11,72.73391361236573,0.14067670031363605,20.242526817321778,0.2208038615656236,gini,11,sqrt,random,4000,"{'DecisionTreeClassifier__criterion': 'gini', 'DecisionTreeClassifier__max_depth': 11, 'DecisionTreeClassifier__max_features': 'sqrt', 'DecisionTreeClassifier__splitter': 'random', 'vect__max_features': 4000}",0.580625,0.56075,0.550125,0.582875,0.585125,0.5719000000000001,0.013928029293478684,54
12,77.24569158554077,0.584332938060446,20.022584867477416,0.21822138918378922,gini,12,,best,4000,"{'DecisionTreeClassifier__criterion': 'gini', 'DecisionTreeClassifier__max_depth': 12, 'DecisionTreeClassifier__max_features': None, 'DecisionTreeClassifier__splitter': 'best', 'vect__max_features': 4000}",0.736375,0.732125,0.74275,0.732375,0.727875,0.7343,0.005008492787256454,3
13,74.5151924610138,0.5106662532453233,20.065459156036376,0.4064820157688418,gini,12,,random,4000,"{'DecisionTreeClassifier__criterion': 'gini', 'DecisionTreeClassifier__max_depth': 12, 'DecisionTreeClassifier__max_features': None, 'DecisionTreeClassifier__splitter': 'random', 'vect__max_features': 4000}",0.715375,0.721375,0.6975,0.703875,0.735875,0.7148,0.013463747620926328,18
14,72.72425351142883,0.27585367738826555,20.017120885849,0.19179816256970583,gini,12,auto,best,4000,"{'DecisionTreeClassifier__criterion': 'gini', 'DecisionTreeClassifier__max_depth': 12, 'DecisionTreeClassifier__max_features': 'auto', 'DecisionTreeClassifier__splitter': 'best', 'vect__max_features': 4000}",0.6775,0.61925,0.645,0.635875,0.68125,0.651775,0.024029721180238457,25
15,72.72035546302796,0.4805340143661544,20.01298475265503,0.30345696091415375,gini,12,auto,random,4000,"{'DecisionTreeClassifier__criterion': 'gini', 'DecisionTreeClassifier__max_depth': 12, 'DecisionTreeClassifier__max_features': 'auto', 'DecisionTreeClassifier__splitter': 'random', 'vect__max_features': 4000}",0.596875,0.576875,0.604125,0.605,0.5695,0.5904750000000001,0.014581966602622566,43
16,74.15839872360229,1.3192097074462046,20.116017436981203,0.3409034194765543,gini,12,sqrt,best,4000,"{'DecisionTreeClassifier__criterion': 'gini', 'DecisionTreeClassifier__max_depth': 12, 'DecisionTreeClassifier__max_features': 'sqrt', 'DecisionTreeClassifier__splitter': 'best', 'vect__max_features': 4000}",0.609625,0.651625,0.624375,0.678375,0.639625,0.640725,0.023546018771758416,30
17,73.05304684638978,0.3671214111010372,20.08789896965027,0.19152960345458817,gini,12,sqrt,random,4000,"{'DecisionTreeClassifier__criterion': 'gini', 'DecisionTreeClassifier__max_depth': 12, 'DecisionTreeClassifier__max_features': 'sqrt', 'DecisionTreeClassifier__splitter': 'random', 'vect__max_features': 4000}",0.535625,0.58475,0.575625,0.57975,0.553,0.5657500000000001,0.018571988315740445,56
18,78.3214750289917,0.8085034735920877,20.147666788101198,0.39135891351553537,gini,13,,best,4000,"{'DecisionTreeClassifier__criterion': 'gini', 'DecisionTreeClassifier__max_depth': 13, 'DecisionTreeClassifier__max_features': None, 'DecisionTreeClassifier__splitter': 'best', 'vect__max_features': 4000}",0.734625,0.72925,0.74675,0.732625,0.730125,0.734675,0.0063268277991423314,2
19,74.76822118759155,0.29509234251463845,20.226382446289062,0.3753637887526082,gini,13,,random,4000,"{'DecisionTreeClassifier__criterion': 'gini', 'DecisionTreeClassifier__max_depth': 13, 'DecisionTreeClassifier__max_features': None, 'DecisionTreeClassifier__splitter': 'random', 'vect__max_features': 4000}",0.7155,0.73175,0.731125,0.723875,0.739125,0.728275,0.008006013364965111,9
20,72.5932460784912,0.3393006234568165,20.320484733581544,0.27213139476134107,gini,13,auto,best,4000,"{'DecisionTreeClassifier__criterion': 'gini', 'DecisionTreeClassifier__max_depth': 13, 'DecisionTreeClassifier__max_features': 'auto', 'DecisionTreeClassifier__splitter': 'best', 'vect__max_features': 4000}",0.606875,0.66225,0.674,0.671375,0.62125,0.6471500000000001,0.027671894586384947,27
21,74.82381768226624,1.5740847868508148,20.883776330947875,0.5512390145561566,gini,13,auto,random,4000,"{'DecisionTreeClassifier__criterion': 'gini', 'DecisionTreeClassifier__max_depth': 13, 'DecisionTreeClassifier__max_features': 'auto', 'DecisionTreeClassifier__splitter': 'random', 'vect__max_features': 4000}",0.56025,0.566375,0.57975,0.58275,0.586125,0.57505,0.009983298553083544,52
22,76.9855806350708,0.9913074537674266,20.738636827468873,0.7770773904149121,gini,13,sqrt,best,4000,"{'DecisionTreeClassifier__criterion': 'gini', 'DecisionTreeClassifier__max_depth': 13, 'DecisionTreeClassifier__max_features': 'sqrt', 'DecisionTreeClassifier__splitter': 'best', 'vect__max_features': 4000}",0.6725,0.660875,0.62525,0.654625,0.618875,0.646425,0.020800631000044218,28
23,74.72137680053712,0.7196987793533174,20.336909151077272,0.2676025832041021,gini,13,sqrt,random,4000,"{'DecisionTreeClassifier__criterion': 'gini', 'DecisionTreeClassifier__max_depth': 13, 'DecisionTreeClassifier__max_features': 'sqrt', 'DecisionTreeClassifier__splitter': 'random', 'vect__max_features': 4000}",0.585625,0.5935,0.595,0.580375,0.58825,0.5885499999999999,0.00532130153252004,46
24,81.79360065460205,1.117989182181877,20.814898872375487,0.9378903368231868,gini,14,,best,4000,"{'DecisionTreeClassifier__criterion': 'gini', 'DecisionTreeClassifier__max_depth': 14, 'DecisionTreeClassifier__max_features': None, 'DecisionTreeClassifier__splitter': 'best', 'vect__max_features': 4000}",0.736375,0.730875,0.74375,0.7325,0.73375,0.7354499999999999,0.004522582227002614,1
25,78.62143821716309,0.8075659714450971,20.128490734100343,0.13146474571276787,gini,14,,random,4000,"{'DecisionTreeClassifier__criterion': 'gini', 'DecisionTreeClassifier__max_depth': 14, 'DecisionTreeClassifier__max_features': None, 'DecisionTreeClassifier__splitter': 'random', 'vect__max_features': 4000}",0.71925,0.726875,0.714125,0.716375,0.733125,0.72195,0.007053190767305269,14
26,77.84823999404907,0.5914610978924488,20.28701286315918,0.7539125455780793,gini,14,auto,best,4000,"{'DecisionTreeClassifier__criterion': 'gini', 'DecisionTreeClassifier__max_depth': 14, 'DecisionTreeClassifier__max_features': 'auto', 'DecisionTreeClassifier__splitter': 'best', 'vect__max_features': 4000}",0.657625,0.648625,0.669125,0.659,0.645375,0.65595,0.008380632434369123,23
27,76.59181904792786,1.3430904123784593,20.48346891403198,0.4674661926394604,gini,14,auto,random,4000,"{'DecisionTreeClassifier__criterion': 'gini', 'DecisionTreeClassifier__max_depth': 14, 'DecisionTreeClassifier__max_features': 'auto', 'DecisionTreeClassifier__splitter': 'random', 'vect__max_features': 4000}",0.5975,0.600125,0.605625,0.57375,0.62,0.5993999999999999,0.015001124957815665,41
28,74.78740081787109,0.4500621759527641,19.87043719291687,0.41585853039374543,gini,14,sqrt,best,4000,"{'DecisionTreeClassifier__criterion': 'gini', 'DecisionTreeClassifier__max_depth': 14, 'DecisionTreeClassifier__max_features': 'sqrt', 'DecisionTreeClassifier__splitter': 'best', 'vect__max_features': 4000}",0.635875,0.673125,0.699875,0.639375,0.638,0.65725,0.02536089509461368,22
29,74.17339715957641,0.9641979919081387,19.969007110595705,0.3706763743662545,gini,14,sqrt,random,4000,"{'DecisionTreeClassifier__criterion': 'gini', 'DecisionTreeClassifier__max_depth': 14, 'DecisionTreeClassifier__max_features': 'sqrt', 'DecisionTreeClassifier__splitter': 'random', 'vect__max_features': 4000}",0.614625,0.58475,0.591875,0.606375,0.553875,0.5902999999999999,0.021024628415265745,44
30,78.38100328445435,0.7216269627358607,19.99928421974182,0.36483892036373744,entropy,10,,best,4000,"{'DecisionTreeClassifier__criterion': 'entropy', 'DecisionTreeClassifier__max_depth': 10, 'DecisionTreeClassifier__max_features': None, 'DecisionTreeClassifier__splitter': 'best', 'vect__max_features': 4000}",0.729375,0.723375,0.734,0.72325,0.72775,0.72755,0.004022281690781995,11
31,75.02818603515625,0.26435432971723594,20.037713766098022,0.3439657146489938,entropy,10,,random,4000,"{'DecisionTreeClassifier__criterion': 'entropy', 'DecisionTreeClassifier__max_depth': 10, 'DecisionTreeClassifier__max_features': None, 'DecisionTreeClassifier__splitter': 'random', 'vect__max_features': 4000}",0.6945,0.668125,0.707625,0.69175,0.703875,0.6931749999999999,0.013817244660206323,20
32,74.87602972984314,0.47096222965159745,20.009420156478882,0.25312088105754454,entropy,10,auto,best,4000,"{'DecisionTreeClassifier__criterion': 'entropy', 'DecisionTreeClassifier__max_depth': 10, 'DecisionTreeClassifier__max_features': 'auto', 'DecisionTreeClassifier__splitter': 'best', 'vect__max_features': 4000}",0.63325,0.65925,0.633,0.635125,0.64225,0.6405749999999999,0.009922701245124734,31
